type,event_id,bin,dev_log,dev_se,total_effect_pct,name,start,attendance
Arts & Theatre,ev_112,post2,-0.005446703921006385,0.0936929042961706,245.61910512379117,Critical Role: Echoes of Exandria - Live! 2026 | Logen-Seat,2026-07-06 20:00:00,633
Music,ev_114,pre3,-0.0008190553778341143,0.08801348033572431,-8.458081844643306,The Swingin' Hermlins,2026-07-07 19:00:00,2347
Music,ev_114,pre2,0.0004815692631954284,0.0879877340247934,7.86329829110588,The Swingin' Hermlins,2026-07-07 19:00:00,2347
Music,ev_114,pre1,-0.002646504005140099,0.08820521575177087,27.534342487299735,The Swingin' Hermlins,2026-07-07 19:00:00,2347
Music,ev_114,during,0.0021584960473005088,0.08704015973221733,11.460543193108474,The Swingin' Hermlins,2026-07-07 19:00:00,2347
Music,ev_114,post1,-0.0010576532627192957,0.08921511725929344,453.495047617516,The Swingin' Hermlins,2026-07-07 19:00:00,2347
Music,ev_114,post2,-0.004226732418994548,0.08946081696753069,370.47145336872063,The Swingin' Hermlins,2026-07-07 19:00:00,2347
Music,ev_115,pre3,0.001149117329472279,0.08800939719999792,-8.277734120238755,Dua Saleh - Of Earth & Wires Tour,2026-07-07 20:00:00,1923
Music,ev_115,pre2,-0.0048805778732189265,0.0879836366495816,7.286467323427015,Dua Saleh - Of Earth & Wires Tour,2026-07-07 20:00:00,1923
Music,ev_115,pre1,-0.005767255475683864,0.08820108735579581,27.13695988911351,Dua Saleh - Of Earth & Wires Tour,2026-07-07 20:00:00,1923
Music,ev_115,during,-0.007771412311979861,0.08702791798565447,10.359227246153079,Dua Saleh - Of Earth & Wires Tour,2026-07-07 20:00:00,1923
Music,ev_115,post1,-0.0011551664067013928,0.08921070408813604,453.4410772066993,Dua Saleh - Of Earth & Wires Tour,2026-07-07 20:00:00,1923
Music,ev_115,post2,0.0005728521573619868,0.08945638669345486,372.7349484728638,Dua Saleh - Of Earth & Wires Tour,2026-07-07 20:00:00,1923
Music,ev_116,pre3,-0.0015734388716062816,0.08802156568638725,-8.527113515237739,System Of A Down | Business Seat Packages,2026-07-08 18:00:00,1746
Music,ev_116,pre2,-0.0027556645342207745,0.08799580339985208,7.51468415355836,System Of A Down | Business Seat Packages,2026-07-08 18:00:00,1746
Music,ev_116,pre1,-0.0009735395814987004,0.08821335056697503,27.74788147683518,System Of A Down | Business Seat Packages,2026-07-08 18:00:00,1746
Music,ev_116,during,-0.0017366675910253611,0.0870679754269451,11.027230597749615,System Of A Down | Business Seat Packages,2026-07-08 18:00:00,1746
Music,ev_116,post1,-0.01122982407772448,0.0892236167540291,447.8933405107284,System Of A Down | Business Seat Packages,2026-07-08 18:00:00,1746
Music,ev_116,post2,-0.006249075886522698,0.0894696353436942,369.52095993438564,System Of A Down | Business Seat Packages,2026-07-08 18:00:00,1746
Music,ev_117,pre3,-0.0015734388716062786,0.08802156568638721,-8.527113515237739,System Of A Down | VIP Packages	,2026-07-08 18:00:00,1911
Music,ev_117,pre2,-0.0027556645342207728,0.08799580339985222,7.51468415355836,System Of A Down | VIP Packages	,2026-07-08 18:00:00,1911
Music,ev_117,pre1,-0.0009735395814986997,0.08821335056697498,27.74788147683518,System Of A Down | VIP Packages	,2026-07-08 18:00:00,1911
Music,ev_117,during,-0.0017366675910253663,0.08706797542694508,11.027230597749615,System Of A Down | VIP Packages	,2026-07-08 18:00:00,1911
Music,ev_117,post1,-0.011229824077724496,0.08922361675402886,447.8933405107284,System Of A Down | VIP Packages	,2026-07-08 18:00:00,1911
Music,ev_117,post2,-0.006249075886522705,0.08946963534369415,369.52095993438564,System Of A Down | VIP Packages	,2026-07-08 18:00:00,1911
Music,ev_118,pre3,-0.001573438871606276,0.08802156568638711,-8.527113515237728,System Of A Down,2026-07-08 18:00:00,2149
Music,ev_118,pre2,-0.002755664534220775,0.08799580339985191,7.51468415355836,System Of A Down,2026-07-08 18:00:00,2149
Music,ev_118,pre1,-0.0009735395814987005,0.0882133505669748,27.74788147683518,System Of A Down,2026-07-08 18:00:00,2149
Music,ev_118,during,-0.001736667591025364,0.08706797542694523,11.027230597749615,System Of A Down,2026-07-08 18:00:00,2149
Music,ev_118,post1,-0.011229824077724507,0.0892236167540289,447.8933405107284,System Of A Down,2026-07-08 18:00:00,2149
Music,ev_118,post2,-0.0062490758865227,0.0894696353436941,369.52095993438564,System Of A Down,2026-07-08 18:00:00,2149
Arts & Theatre,ev_119,pre3,-0.000646059553382386,0.09305887982668731,129.8488140780583,Cirque du Soleil ALIZÉ,2026-07-08 18:30:00,610
Arts & Theatre,ev_119,pre2,-0.0031086597313483674,0.09298687260895533,148.0145080125618,Cirque du Soleil ALIZÉ,2026-07-08 18:30:00,610
Arts & Theatre,ev_119,pre1,-0.003727325780508047,0.0933340967364696,146.86267726635424,Cirque du Soleil ALIZÉ,2026-07-08 18:30:00,610
Arts & Theatre,ev_119,during,-0.009414640489321396,0.1031251327780031,108.63105165618725,Cirque du Soleil ALIZÉ,2026-07-08 18:30:00,610
Arts & Theatre,ev_119,post1,-0.005753844977464042,0.09403027414198836,295.8350512936301,Cirque du Soleil ALIZÉ,2026-07-08 18:30:00,610
Arts & Theatre,ev_119,post2,-0.005465764139163643,0.09369304999080988,245.61251761102815,Cirque du Soleil ALIZÉ,2026-07-08 18:30:00,610
Arts & Theatre,ev_120,pre3,-0.002393350593826837,0.09305885184744632,129.4475519674969,Hamlet,2026-07-08 19:30:00,613
Arts & Theatre,ev_120,pre2,-0.0038363864980001947,0.09298684467019531,147.83408687317166,Hamlet,2026-07-08 19:30:00,613
Arts & Theatre,ev_120,pre1,-0.005617493611065125,0.09333406850335133,146.39650608489768,Hamlet,2026-07-08 19:30:00,613
Arts & Theatre,ev_120,during,-0.0042649238484951685,0.1031250561782073,109.7082136136334,Hamlet,2026-07-08 19:30:00,613
Arts & Theatre,ev_120,post1,-0.0013754374206598056,0.09403024545326004,297.5719781855715,Hamlet,2026-07-08 19:30:00,613
Arts & Theatre,ev_120,post2,-0.0039060613507076246,0.09369302151943945,246.15199101819658,Hamlet,2026-07-08 19:30:00,613
Arts & Theatre,ev_121,pre3,-0.0018813056759070293,0.09305895086444857,129.56506950497223,Lachkater - die Stand Up Comedy Show,2026-07-08 20:00:00,685
Arts & Theatre,ev_121,pre2,0.0005951197510301612,0.09298694247524186,148.93480229015435,Lachkater - die Stand Up Comedy Show,2026-07-08 20:00:00,685
Arts & Theatre,ev_121,pre1,-0.0017822053835691517,0.09333416811865805,147.34332219973672,Lachkater - die Stand Up Comedy Show,2026-07-08 20:00:00,685
Arts & Theatre,ev_121,during,-0.0070086767546275654,0.10312532960758139,109.13361473224015,Lachkater - die Stand Up Comedy Show,2026-07-08 20:00:00,685
Arts & Theatre,ev_121,post1,-0.0016656293707211114,0.09403035235605804,297.456622736353,Lachkater - die Stand Up Comedy Show,2026-07-08 20:00:00,685
Arts & Theatre,ev_121,post2,-0.0027054271341739444,0.09369312587198123,246.56784253555966,Lachkater - die Stand Up Comedy Show,2026-07-08 20:00:00,685
Arts & Theatre,ev_123,pre3,-0.0032083622163919575,0.09305878723373301,129.2606257297495,Hamlet,2026-07-09 19:30:00,665
Arts & Theatre,ev_123,pre2,-0.004219723973732034,0.09298677956664506,147.73910098689748,Hamlet,2026-07-09 19:30:00,665
Arts & Theatre,ev_123,pre1,-0.003146287533514342,0.0933340031395148,147.00615560276523,Hamlet,2026-07-09 19:30:00,665
Arts & Theatre,ev_123,during,-0.0057837206039467745,0.10312488056381741,109.3899512083389,Hamlet,2026-07-09 19:30:00,665
Arts & Theatre,ev_123,post1,-0.004982724347270007,0.09403018213488333,296.1404055852025,Hamlet,2026-07-09 19:30:00,665
Arts & Theatre,ev_123,post2,-0.00371162505340386,0.09369295773088054,246.21930207327853,Hamlet,2026-07-09 19:30:00,665
Arts & Theatre,ev_124,pre3,-0.0020259017329364295,0.09305922975002899,129.53187770085003,Cirque du Soleil ALIZÉ,2026-07-09 19:30:00,585
Arts & Theatre,ev_124,pre2,-0.006665868825225428,0.0929872218636588,147.13383584541617,Cirque du Soleil ALIZÉ,2026-07-09 19:30:00,585
Arts & Theatre,ev_124,pre1,-0.007318729112071121,0.09333444978933476,145.977683959969,Cirque du Soleil ALIZÉ,2026-07-09 19:30:00,585
Arts & Theatre,ev_124,during,-0.004935277409312564,0.10312609112971104,109.56768207407643,Cirque du Soleil ALIZÉ,2026-07-09 19:30:00,585
Arts & Theatre,ev_124,post1,-0.0015069210357036705,0.09403063375514738,297.5197074210893,Cirque du Soleil ALIZÉ,2026-07-09 19:30:00,585
Arts & Theatre,ev_124,post2,-0.006432143866567867,0.09369340661499233,245.27868601049744,Cirque du Soleil ALIZÉ,2026-07-09 19:30:00,585
Arts & Theatre,ev_125,pre3,-0.0018757608585071833,0.09305877104763183,129.56634240489305,Lachkater - die Stand Up Comedy Show,2026-07-09 20:00:00,662
Arts & Theatre,ev_125,pre2,-0.0038869834493276585,0.09298676346521,147.8215475411695,Lachkater - die Stand Up Comedy Show,2026-07-09 20:00:00,662
Arts & Theatre,ev_125,pre1,-0.00417643048132722,0.09333398682374681,146.7518349692985,Lachkater - die Stand Up Comedy Show,2026-07-09 20:00:00,662
Arts & Theatre,ev_125,during,-0.004983314144339681,0.1031248361159616,109.55761536865016,Lachkater - die Stand Up Comedy Show,2026-07-09 20:00:00,662
Arts & Theatre,ev_125,post1,0.002311236792694002,0.0940301652302974,299.0404016818383,Lachkater - die Stand Up Comedy Show,2026-07-09 20:00:00,662
Arts & Theatre,ev_125,post2,-0.0016707459810270046,0.09369294105410972,246.92661532623293,Lachkater - die Stand Up Comedy Show,2026-07-09 20:00:00,662
Arts & Theatre,ev_126,pre3,0.0014212626166984323,0.09305976169980025,130.32447713214904,Cirque du Soleil ALIZÉ,2026-07-10 16:00:00,736
Arts & Theatre,ev_126,pre2,-0.0003634082850823036,0.0929877503566593,148.69630562412598,Cirque du Soleil ALIZÉ,2026-07-10 16:00:00,736
Arts & Theatre,ev_126,pre1,-0.002096831518680313,0.09333498581117275,147.26551376715253,Cirque du Soleil ALIZÉ,2026-07-10 16:00:00,736
Arts & Theatre,ev_126,during,0.01635372372291759,0.10312962556709877,114.07699780018703,Cirque du Soleil ALIZÉ,2026-07-10 16:00:00,736
Arts & Theatre,ev_126,post1,0.016272817805436893,0.09403278035508371,304.6507098306448,Cirque du Soleil ALIZÉ,2026-07-10 16:00:00,736
Arts & Theatre,ev_126,post2,0.017489115123609896,0.09369553292422045,253.63776816324025,Cirque du Soleil ALIZÉ,2026-07-10 16:00:00,736
Arts & Theatre,ev_127,pre3,-0.001127015888717185,0.09305874250281054,129.73829341469533,Lachkater - die Stand Up Comedy Show,2026-07-10 19:00:00,631
Arts & Theatre,ev_127,pre2,-0.006760083043328363,0.09298673540247002,147.11055342109017,Lachkater - die Stand Up Comedy Show,2026-07-10 19:00:00,631
Arts & Theatre,ev_127,pre1,-0.007676484869587092,0.09333563873072838,145.88969976667613,Lachkater - die Stand Up Comedy Show,2026-07-10 19:00:00,631
Arts & Theatre,ev_127,during,-0.015959909881175686,0.10312936163264383,107.26996442004531,Lachkater - die Stand Up Comedy Show,2026-07-10 19:00:00,631
Arts & Theatre,ev_127,post1,-0.010720182597415967,0.09403145464039131,293.8740742546583,Lachkater - die Stand Up Comedy Show,2026-07-10 19:00:00,631
Arts & Theatre,ev_127,post2,-0.010133294205067856,0.09369421037322394,244.0031196723981,Lachkater - die Stand Up Comedy Show,2026-07-10 19:00:00,631
Arts & Theatre,ev_129,pre3,-0.0026546843445489307,0.09305874912550767,129.3875974125628,Ein Sommernachtstraum,2026-07-10 19:30:00,657
Arts & Theatre,ev_129,pre2,-0.0012383444587604707,0.09298674166988732,148.47880739248544,Ein Sommernachtstraum,2026-07-10 19:30:00,657
Arts & Theatre,ev_129,pre1,-0.0009383278018196235,0.09333396472941101,147.55213777933776,Ein Sommernachtstraum,2026-07-10 19:30:00,657
Arts & Theatre,ev_129,during,0.0008770792740971701,0.10312477589003484,110.78931102396328,Ein Sommernachtstraum,2026-07-10 19:30:00,657
Arts & Theatre,ev_129,post1,-0.0009614318200450963,0.09403014227405761,297.7366092879355,Ein Sommernachtstraum,2026-07-10 19:30:00,657
Arts & Theatre,ev_129,post2,-0.0028014649142292145,0.09369291842663556,246.5345605275147,Ein Sommernachtstraum,2026-07-10 19:30:00,657
Arts & Theatre,ev_130,pre3,0.01705834973095383,0.0930606883604139,133.95438769473142,Cirque du Soleil ALIZÉ,2026-07-10 20:00:00,586
Arts & Theatre,ev_130,pre2,0.015912381312960296,0.09298930969027407,152.77715379661626,Cirque du Soleil ALIZÉ,2026-07-10 20:00:00,586
Arts & Theatre,ev_130,pre1,0.017354877115086244,0.09333655619769181,152.12233408477337,Cirque du Soleil ALIZÉ,2026-07-10 20:00:00,586
Arts & Theatre,ev_130,during,0.047267412653288134,0.10312604132960977,120.79826178983942,Cirque du Soleil ALIZÉ,2026-07-10 20:00:00,586
Arts & Theatre,ev_130,post1,0.013086218601340918,0.09403061505172586,303.3633025157296,Cirque du Soleil ALIZÉ,2026-07-10 20:00:00,586
Arts & Theatre,ev_130,post2,0.010197580560187842,0.09369338807333105,251.06858418350208,Cirque du Soleil ALIZÉ,2026-07-10 20:00:00,586
Arts & Theatre,ev_131,pre3,-0.0076311174001107715,0.0930604198837607,128.24890106331216,Lachkater - die Stand Up Comedy Show,2026-07-10 21:00:00,589
Arts & Theatre,ev_131,pre2,-0.006777282378491897,0.09298821545131071,147.10630332040898,Lachkater - die Stand Up Comedy Show,2026-07-10 21:00:00,589
Arts & Theatre,ev_131,pre1,-0.006176327998950877,0.09333546422538243,146.25884971138262,Lachkater - die Stand Up Comedy Show,2026-07-10 21:00:00,589
Arts & Theatre,ev_131,during,-0.02530238653073318,0.10312936471016679,105.3425669690208,Lachkater - die Stand Up Comedy Show,2026-07-10 21:00:00,589
Arts & Theatre,ev_131,post1,-0.0025071547518253955,0.09403056117594862,297.12229359339204,Lachkater - die Stand Up Comedy Show,2026-07-10 21:00:00,589
Arts & Theatre,ev_131,post2,-0.011469613096174542,0.09369333466099881,243.54372881968075,Lachkater - die Stand Up Comedy Show,2026-07-10 21:00:00,589
Music,ev_132,pre3,0.0008910212671300838,0.08800932495210892,-8.301404221180109,Berlin | Old but Gold Ü30 Hip Hop Festival @ Zitadelle Spandau,2026-07-11 13:00:00,1789
Music,ev_132,pre2,0.0024808396854781633,0.08798356784460934,8.079161905997356,Berlin | Old but Gold Ü30 Hip Hop Festival @ Zitadelle Spandau,2026-07-11 13:00:00,1789
Music,ev_132,pre1,0.0028769990753375607,0.08820101794580122,28.24072788592751,Berlin | Old but Gold Ü30 Hip Hop Festival @ Zitadelle Spandau,2026-07-11 13:00:00,1789
Music,ev_132,during,0.001602832033185264,0.08702772789271361,11.398625784493376,Berlin | Old but Gold Ü30 Hip Hop Festival @ Zitadelle Spandau,2026-07-11 13:00:00,1789
Music,ev_132,post1,-0.006321326382510682,0.08921063722049832,450.58928481519223,Berlin | Old but Gold Ü30 Hip Hop Festival @ Zitadelle Spandau,2026-07-11 13:00:00,1789
Music,ev_132,post2,-0.004235875687615625,0.08945633283838786,370.4671517415096,Berlin | Old but Gold Ü30 Hip Hop Festival @ Zitadelle Spandau,2026-07-11 13:00:00,1789
Arts & Theatre,ev_134,pre3,-0.004838600896176154,0.09306014140552955,128.88718067492798,A night with Sinatra in Berlin,2026-07-11 19:30:00,549
Arts & Theatre,ev_134,pre2,-0.0012754446891714939,0.09298813139841268,148.46958894248323,A night with Sinatra in Berlin,2026-07-11 19:30:00,549
Arts & Theatre,ev_134,pre1,-0.0028406975734503576,0.09333536949177215,147.08164973852885,A night with Sinatra in Berlin,2026-07-11 19:30:00,549
Arts & Theatre,ev_134,during,-0.001342014469242268,0.10312858873089603,110.3220684020365,A night with Sinatra in Berlin,2026-07-11 19:30:00,549
Arts & Theatre,ev_134,post1,-0.003851637828575093,0.09403157256032994,296.58872815548085,A night with Sinatra in Berlin,2026-07-11 19:30:00,549
Arts & Theatre,ev_134,post2,-0.004784995766842977,0.09369433700181855,245.84787978656863,A night with Sinatra in Berlin,2026-07-11 19:30:00,549
Arts & Theatre,ev_135,pre3,-0.00013152894556640965,0.0930612249936405,129.9671087585788,Ein Sommernachtstraum,2026-07-11 19:30:00,793
Arts & Theatre,ev_135,pre2,-0.0009104050391247345,0.09298920877740596,148.56030675106925,Ein Sommernachtstraum,2026-07-11 19:30:00,793
Arts & Theatre,ev_135,pre1,-0.00193523214606391,0.09333646160842198,147.30547494781086,Ein Sommernachtstraum,2026-07-11 19:30:00,793
Arts & Theatre,ev_135,during,-0.0012338600375951271,0.10313156541756219,110.34481689596043,Ein Sommernachtstraum,2026-07-11 19:30:00,793
Arts & Theatre,ev_135,post1,-0.0009085052473288415,0.09403270696893608,297.75766068059306,Ein Sommernachtstraum,2026-07-11 19:30:00,793
Arts & Theatre,ev_135,post2,-0.001384761936512653,0.09369545525752708,247.02584499120778,Ein Sommernachtstraum,2026-07-11 19:30:00,793
Arts & Theatre,ev_136,pre3,0.02041592553977563,0.09306098892259933,134.7412274851549,Cirque du Soleil ALIZÉ,2026-07-11 20:00:00,785
Arts & Theatre,ev_136,pre2,0.02273543970503666,0.09298897347676308,154.5077643918092,Cirque du Soleil ALIZÉ,2026-07-11 20:00:00,785
Arts & Theatre,ev_136,pre1,0.018702146064077486,0.09333622351580441,152.4622395974899,Cirque du Soleil ALIZÉ,2026-07-11 20:00:00,785
Arts & Theatre,ev_136,during,-0.008734467388833761,0.10313091819832955,108.77300515645368,Cirque du Soleil ALIZÉ,2026-07-11 20:00:00,785
Arts & Theatre,ev_136,post1,-0.005880503177387246,0.09403246275489524,295.784918713485,Cirque du Soleil ALIZÉ,2026-07-11 20:00:00,785
Arts & Theatre,ev_136,post2,0.0012840039638120884,0.09369521359208963,247.95321264602208,Cirque du Soleil ALIZÉ,2026-07-11 20:00:00,785
Arts & Theatre,ev_137,pre3,0.0007847332118012802,0.09305897236039827,130.177915480136,Cirque du Soleil ALIZÉ,2026-07-12 13:00:00,687
Arts & Theatre,ev_137,pre2,-0.005060789586676854,0.09298696388446007,147.53082374776523,Cirque du Soleil ALIZÉ,2026-07-12 13:00:00,687
Arts & Theatre,ev_137,pre1,0.0005870653525604749,0.09333418979403292,147.93004026731654,Cirque du Soleil ALIZÉ,2026-07-12 13:00:00,687
Arts & Theatre,ev_137,during,0.009140965255138665,0.10312798774316116,112.538467315958,Cirque du Soleil ALIZÉ,2026-07-12 13:00:00,687
Arts & Theatre,ev_137,post1,0.012606262272985494,0.09403236064613359,303.16975219762634,Cirque du Soleil ALIZÉ,2026-07-12 13:00:00,687
Arts & Theatre,ev_137,post2,0.011841130195661229,0.09369511789562339,251.64605724989505,Cirque du Soleil ALIZÉ,2026-07-12 13:00:00,687
Arts & Theatre,ev_138,pre3,0.007396146669010329,0.09306067863903411,131.70475858198677,Cirque du Soleil ALIZÉ,2026-07-12 17:00:00,568
Arts & Theatre,ev_138,pre2,0.012327038538581104,0.09298890386481073,151.87248379984513,Cirque du Soleil ALIZÉ,2026-07-12 17:00:00,568
Arts & Theatre,ev_138,pre1,0.011750243394076338,0.09333614594396011,150.7132331850965,Cirque du Soleil ALIZÉ,2026-07-12 17:00:00,568
Arts & Theatre,ev_138,during,-0.007618047377038299,0.10313355032352577,109.00621367243764,Cirque du Soleil ALIZÉ,2026-07-12 17:00:00,568
Arts & Theatre,ev_138,post1,-0.0067355787173792574,0.0940334561901749,295.44663735906255,Cirque du Soleil ALIZÉ,2026-07-12 17:00:00,568
Arts & Theatre,ev_138,post2,-0.007468629080060683,0.09369459569548676,244.92099516057405,Cirque du Soleil ALIZÉ,2026-07-12 17:00:00,568
Arts & Theatre,ev_139,pre3,-0.0055126112462430855,0.09305872476794265,128.73296032504982,Lachkater - die Stand Up Comedy Show,2026-07-12 19:00:00,647
Arts & Theatre,ev_139,pre2,-0.0062414171246882805,0.09298671751075006,147.23875448717382,Lachkater - die Stand Up Comedy Show,2026-07-12 19:00:00,647
Arts & Theatre,ev_139,pre1,-0.0007397379712036705,0.093333940196663,147.60130399824192,Lachkater - die Stand Up Comedy Show,2026-07-12 19:00:00,647
Arts & Theatre,ev_139,during,-0.006042454191785885,0.10312470884691184,109.33578200300396,Lachkater - die Stand Up Comedy Show,2026-07-12 19:00:00,647
Arts & Theatre,ev_139,post1,-0.0025164047605708987,0.09403011647810287,297.1186202256927,Lachkater - die Stand Up Comedy Show,2026-07-12 19:00:00,647
Arts & Theatre,ev_139,post2,-0.0051193804085622845,0.09369289309186274,245.73225290020164,Lachkater - die Stand Up Comedy Show,2026-07-12 19:00:00,647
Music,ev_140,pre3,-0.0008960980138134518,0.08801945325406298,-8.465134203650948,David Garrett - Millennium Symphony Open Air Tour 2026,2026-07-12 19:30:00,1297
Music,ev_140,pre2,-0.00197370452460102,0.08799376859454816,7.598789216125534,David Garrett - Millennium Symphony Open Air Tour 2026,2026-07-12 19:30:00,1297
Music,ev_140,pre1,-0.0024635851130629925,0.0882114009435658,27.557673061665653,David Garrett - Millennium Symphony Open Air Tour 2026,2026-07-12 19:30:00,1297
Music,ev_140,during,0.0007366449592097797,0.0870602878196416,11.302175512799927,David Garrett - Millennium Symphony Open Air Tour 2026,2026-07-12 19:30:00,1297
Music,ev_140,post1,-0.0021014188267177883,0.08922153500359051,452.9176299437331,David Garrett - Millennium Symphony Open Air Tour 2026,2026-07-12 19:30:00,1297
Music,ev_140,post2,-0.010637255619130216,0.08946756272294928,367.46513154514184,David Garrett - Millennium Symphony Open Air Tour 2026,2026-07-12 19:30:00,1297
Music,ev_141,pre3,-0.0008960980138134526,0.08801945325406285,-8.465134203650948,David Garrett - Millennium Symphony Open Air Tour 2026 | VIP,2026-07-12 19:30:00,1965
Music,ev_141,pre2,-0.001973704524601019,0.08799376859454834,7.598789216125534,David Garrett - Millennium Symphony Open Air Tour 2026 | VIP,2026-07-12 19:30:00,1965
Music,ev_141,pre1,-0.0024635851130629985,0.08821140094356592,27.557673061665653,David Garrett - Millennium Symphony Open Air Tour 2026 | VIP,2026-07-12 19:30:00,1965
Music,ev_141,during,0.000736644959209781,0.0870602878196416,11.302175512799927,David Garrett - Millennium Symphony Open Air Tour 2026 | VIP,2026-07-12 19:30:00,1965
Music,ev_141,post1,-0.002101418826717789,0.08922153500359038,452.9176299437331,David Garrett - Millennium Symphony Open Air Tour 2026 | VIP,2026-07-12 19:30:00,1965
Music,ev_141,post2,-0.010637255619130249,0.08946756272294937,367.46513154514184,David Garrett - Millennium Symphony Open Air Tour 2026 | VIP,2026-07-12 19:30:00,1965
Music,ev_143,pre3,-0.0008827868278850638,0.08800926563424068,-8.463915757923946,The Swingin' Hermlins,2026-07-14 19:00:00,1833
Music,ev_143,pre2,-0.00031324824307974857,0.0879835068575134,7.777600714817967,The Swingin' Hermlins,2026-07-14 19:00:00,1833
Music,ev_143,pre1,0.0010596308362682684,0.088200956530256,28.00787891036718,The Swingin' Hermlins,2026-07-14 19:00:00,1833
Music,ev_143,during,0.0010699722118957945,0.08702753954334326,11.339281745097264,The Swingin' Hermlins,2026-07-14 19:00:00,1833
Music,ev_143,post1,0.0006775123946501068,0.08921056866724505,454.45628692921207,The Swingin' Hermlins,2026-07-14 19:00:00,1833
Music,ev_143,post2,-0.0037871227258340443,0.08945625876678803,370.6783226475154,The Swingin' Hermlins,2026-07-14 19:00:00,1833
Arts & Theatre,ev_144,pre3,-0.005228976959505668,0.09305901804452901,128.79784603657623,Cirque du Soleil ALIZÉ,2026-07-15 18:30:00,691
Arts & Theatre,ev_144,pre2,-0.004236943671191994,0.09298700938751685,147.73483503125883,Cirque du Soleil ALIZÉ,2026-07-15 18:30:00,691
Arts & Theatre,ev_144,pre1,-0.001010632970552351,0.09333423586039861,147.53423912733575,Cirque du Soleil ALIZÉ,2026-07-15 18:30:00,691
Arts & Theatre,ev_144,during,-0.015681128472180773,0.10312551390329362,107.32775548793202,Cirque du Soleil ALIZÉ,2026-07-15 18:30:00,691
Arts & Theatre,ev_144,post1,-0.0030183145610248483,0.09403042209773121,296.9193525096517,Cirque du Soleil ALIZÉ,2026-07-15 18:30:00,691
Arts & Theatre,ev_144,post2,-0.0014823650857629244,0.09369319480743629,246.99197582876073,Cirque du Soleil ALIZÉ,2026-07-15 18:30:00,691
Arts & Theatre,ev_145,pre3,-0.004449673583344538,0.09306049088349902,128.97621846454123,Brief an den Vater,2026-07-15 19:30:00,539
Arts & Theatre,ev_145,pre2,-0.003421057436255332,0.0929884800137704,147.9370409503713,Brief an den Vater,2026-07-15 19:30:00,539
Arts & Theatre,ev_145,pre1,-0.007963977620800663,0.09333572204053328,145.81901842106922,Brief an den Vater,2026-07-15 19:30:00,539
Arts & Theatre,ev_145,during,-0.010809702005852479,0.10312954627161806,108.34020142901872,Brief an den Vater,2026-07-15 19:30:00,539
Arts & Theatre,ev_145,post1,-0.008118458851767924,0.09403193269558682,294.9001600034757,Brief an den Vater,2026-07-15 19:30:00,539
Arts & Theatre,ev_145,post2,-0.007098079981319219,0.09369469382723417,245.04882900736354,Brief an den Vater,2026-07-15 19:30:00,539
Arts & Theatre,ev_146,pre3,-0.004733351398216036,0.09305895644641904,128.9112722035719,Lachkater - die Stand Up Comedy Show,2026-07-15 20:00:00,603
Arts & Theatre,ev_146,pre2,-0.003834110241733836,0.09298694910207853,147.83465100770695,Lachkater - die Stand Up Comedy Show,2026-07-15 20:00:00,603
Arts & Theatre,ev_146,pre1,-0.004919050608674995,0.09333417404700754,146.56866011327588,Lachkater - die Stand Up Comedy Show,2026-07-15 20:00:00,603
Arts & Theatre,ev_146,during,-0.007530931776268936,0.10312534257708442,109.02442216741673,Lachkater - die Stand Up Comedy Show,2026-07-15 20:00:00,603
Arts & Theatre,ev_146,post1,0.0010662665027643904,0.09403035278384934,298.54391735550786,Lachkater - die Stand Up Comedy Show,2026-07-15 20:00:00,603
Arts & Theatre,ev_146,post2,-0.006745646505533078,0.09369312801119269,245.17045719715037,Lachkater - die Stand Up Comedy Show,2026-07-15 20:00:00,603
Arts & Theatre,ev_147,pre3,-0.001484243107235489,0.09305960045739856,129.65623930000584,Urfaust,2026-07-16 19:30:00,728
Arts & Theatre,ev_147,pre2,-0.0014018150205941193,0.09298758967378405,148.43819174205925,Urfaust,2026-07-16 19:30:00,728
Arts & Theatre,ev_147,pre1,-0.0017320374427213152,0.09333482319732823,147.35573121615872,Urfaust,2026-07-16 19:30:00,728
Arts & Theatre,ev_147,during,-0.008245484657087267,0.10312711120497825,108.8751165141407,Urfaust,2026-07-16 19:30:00,728
Arts & Theatre,ev_147,post1,-0.001183448018298711,0.09403102573678147,297.6483151197656,Urfaust,2026-07-16 19:30:00,728
Arts & Theatre,ev_147,post2,-0.006591589028673058,0.09369379178221908,245.2236373831703,Urfaust,2026-07-16 19:30:00,728
Arts & Theatre,ev_149,pre3,-0.0058827746725892355,0.09306049281998276,128.64830741740937,Lachkater - die Stand Up Comedy Show,2026-07-16 20:00:00,767
Arts & Theatre,ev_149,pre2,-0.0026951444568980533,0.0929884790088611,148.11708700743918,Lachkater - die Stand Up Comedy Show,2026-07-16 20:00:00,767
Arts & Theatre,ev_149,pre1,-0.002957932123244839,0.09333572316925533,147.0526849304306,Lachkater - die Stand Up Comedy Show,2026-07-16 20:00:00,767
Arts & Theatre,ev_149,during,0.0007617023481866288,0.10312955802656042,110.76499220418485,Lachkater - die Stand Up Comedy Show,2026-07-16 20:00:00,767
Arts & Theatre,ev_149,post1,-0.004276091395727758,0.09403194946068306,296.420430374946,Lachkater - die Stand Up Comedy Show,2026-07-16 20:00:00,767
